,tweet_id,mined_at,name,screen_name,followers_count,friends_count,user_location,date,text,hashtags,retweet_count,favorite_count,device,location,retweet_text,quote_text,quote_screen_name,media,truncated_text
263,1187479522796625920,2019-10-24 23:28:37.666930,ToTheSummit,ToTheSummit1,3943,4835,,2019-10-24 21:22:35,"RT @simm_anthon: Weeks ban is NOW OVER 😉😎👍🇬🇧 #BREXIT🇬🇧 #NOW🇬🇧  LET'S START WITH PISSING OFF ALL THEM 
#REMOANERS 🤣🤣😎🇬🇧
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧…","['BREXIT', 'NOW', 'REMOANERS']",259,0,Twitter for Android,,"Weeks ban is NOW OVER 😉😎👍🇬🇧 #BREXIT🇬🇧 #NOW🇬🇧  LET'S START WITH PISSING OFF ALL THEM 
#REMOANERS 🤣🤣😎🇬🇧
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧
RETWEET THE FLAG THEY HATE IT #BREXIT #NOW 🇬🇧 https://t.co/YfwCxPNsRN",None,None,None,False
264,1187479513233379329,2019-10-24 23:28:37.666937,maryevans,MAEgofrance,1261,737,,2019-10-24 21:22:32,"RT @IrinavonWiese: I've lived in the UK over half my life. I founded my career &amp; family here.

But I couldn't vote in the #Brexit referendu…",['Brexit'],848,0,Twitter for iPhone,,"I've lived in the UK over half my life. I founded my career &amp; family here.

But I couldn't vote in the #Brexit referendum because I couldn't afford the £1300+ citizenship fee.

This is a tax on voting. Let's give everyone a say in our country's future ➡ https://t.co/U4xFxUjHhO https://t.co/REaBWiuS3O",None,None,None,False
265,1187479512637816833,2019-10-24 23:28:38.412659,Penfold’s Revenge,ScreetonC,31,151,,2019-10-24 21:22:32,@Pumpkinz16 @MarkForton Not a reasonable ROI in my humble opnion. And this comes from a leading Brexiter and former head of the ERG... people must see the futility of the situation #BrexitChaos #brexit #RevokeA50,"['BrexitChaos', 'brexit', 'RevokeA50']",0,0,Twitter for iPhone,,None,None,None,None,False
266,1187479498884648961,2019-10-24 23:28:38.412683,Rhian Williams,RhianWi74515396,154,321,Gogledd Orllewin Cymru,2019-10-24 21:22:29,"RT @scarlettpeach: If you're a fan of Boris Johnson, have you noticed he's doing the same as Theresa May? Promising things he can't deliver…",[],18,0,Twitter for Android,,"If you're a fan of Boris Johnson, have you noticed he's doing the same as Theresa May? Promising things he can't deliver?

I'll tell you why they can't deliver. It's because Brexit is built on lies. It does not make sense &amp; it never will.

#WithdrawalAgreementBill #brexit",None,None,None,False
267,1187479497899032576,2019-10-24 23:28:38.412694,NUFC William,NufcEngland1966,11435,10970,Newcastle upon Tyne,2019-10-24 21:22:29,"RT @simm_anthon: Weeks ban is NOW OVER 😉😎👍🇬🇧 #BREXIT🇬🇧 #NOW🇬🇧  LET'S START WITH PISSING OFF ALL THEM 
#REMOANERS 🤣🤣😎🇬🇧
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧…","['BREXIT', 'NOW', 'REMOANERS']",259,0,Twitter for iPhone,,"Weeks ban is NOW OVER 😉😎👍🇬🇧 #BREXIT🇬🇧 #NOW🇬🇧  LET'S START WITH PISSING OFF ALL THEM 
#REMOANERS 🤣🤣😎🇬🇧
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧
RETWEET THE FLAG THEY HATE IT #BREXIT #NOW 🇬🇧 https://t.co/YfwCxPNsRN",None,None,None,False
268,1187479497714655245,2019-10-24 23:28:38.412704,Eddy3926🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 #BritishIndependence,Eddy39261,1295,226,,2019-10-24 21:22:29,"RT @simm_anthon: Weeks ban is NOW OVER 😉😎👍🇬🇧 #BREXIT🇬🇧 #NOW🇬🇧  LET'S START WITH PISSING OFF ALL THEM 
#REMOANERS 🤣🤣😎🇬🇧
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧…","['BREXIT', 'NOW', 'REMOANERS']",259,0,Twitter for Android,,"Weeks ban is NOW OVER 😉😎👍🇬🇧 #BREXIT🇬🇧 #NOW🇬🇧  LET'S START WITH PISSING OFF ALL THEM 
#REMOANERS 🤣🤣😎🇬🇧
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧
RETWEET THE FLAG THEY HATE IT #BREXIT #NOW 🇬🇧 https://t.co/YfwCxPNsRN",None,None,None,False
269,1187479494757498881,2019-10-24 23:28:38.412714,Christopher Laudan 🕷️#FBPE#PeoplesVote,clucknsquawk,3637,4934,France,2019-10-24 21:22:28,RT @BenPBradshaw: Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31…,['Brexit'],413,0,Twitter for Android,,Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31st “do or die” pledge. He really does take the British people for fools. #FinalSay #BrexitShambles #PeoplesVote,None,None,None,False
270,1187479494312857600,2019-10-24 23:28:38.412724,Margaret Pollock,marshpoll,1995,2431,"Kirriemuir, Scotland",2019-10-24 21:22:28,"RT @AlasdairLeodhas: No, BBC. She didn’t leave her position over #Brexit. She left because she said she was too busy and had no time for he…",['Brexit'],179,0,Twitter for iPhone,,"No, BBC. She didn’t leave her position over #Brexit. She left because she said she was too busy and had no time for her family. 

This is now her 4th (?) job. How about you call her out on her rank hypocrisy instead of pandering to the Tory line... https://t.co/07g15P5jTc",None,None,None,False
271,1187479491876184064,2019-10-24 23:28:38.412734,Stiofán,stio_fan,68,268,"Berlin, Germany",2019-10-24 21:22:27,RT @GermanyintheEU: #Brexit #ServiceTweet: The „Withdrawal Agreement Bill“ is #Austrittsvertragsratifizierungsgesetz in German. https://t.c…,"['Brexit', 'ServiceTweet', 'Austrittsvertragsratifizierungsgesetz']",348,0,Twitter for Android,,#Brexit #ServiceTweet: The „Withdrawal Agreement Bill“ is #Austrittsvertragsratifizierungsgesetz in German. https://t.co/fGb8OS6dgY,None,None,None,False
272,1187479488596205568,2019-10-24 23:28:38.412743,judi rayner 🔶🇪🇺🎪🕷️,judirayner,646,576,"London, England, Europe",2019-10-24 21:22:27,"RT @Doozy_45: ""There are risks to UK from this agreement. Far from bringing #Brexit to an end, govt's approach means we'll be mired is cris…",['Brexit'],97,0,Twitter for Android,,"""There are risks to UK from this agreement. Far from bringing #Brexit to an end, govt's approach means we'll be mired is crisis next summer"" https://t.co/1v1LAo4ztd",None,None,None,False
273,1187479476537446401,2019-10-24 23:28:38.412753,Peter Dann #FBPE #WeAreRemain,Peter_Dann_,2060,2622,,2019-10-24 21:22:24,RT @BenPBradshaw: Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31…,['Brexit'],413,0,Twitter for Android,,Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31st “do or die” pledge. He really does take the British people for fools. #FinalSay #BrexitShambles #PeoplesVote,None,None,None,False
274,1187479437262151686,2019-10-24 23:28:38.412762,JPRyan63,JPRyan63,719,1090,,2019-10-24 21:22:14,RT @GrahameLucas: David Miliband: #Brexit is wrecking British democracy. Changes are required including the adoption of citizens assemblies…,['Brexit'],6,0,Twitter for iPhone,,"David Miliband: #Brexit is wrecking British democracy. Changes are required including the adoption of citizens assemblies, electoral reform, and a written constitution. https://t.co/3zwpNcbX32",None,None,None,False
275,1187479427078381577,2019-10-24 23:28:38.412771,Britannia PR,Britanniacomms,74559,93014,"London, UK and Worldwide",2019-10-24 21:22:12,"For some light #brexit relief, try listening to this track https://t.co/6nB0c8L2S6 whilst enjoying this fantastic shamanic dance... Is he available for UK's #Eurovision this year?  ...  video via Aktolgaliyobaz https://t.co/gOGtz8B1Kj  We might be children of the 90's","['brexit', 'Eurovision']",2,0,The Social Jukebox,,None,None,None,None,False
276,1187479420954480642,2019-10-24 23:28:38.412780,Dosman,dosmanz007,3,29,New Zealand,2019-10-24 21:22:10,BJO wants to push for an election on the 12th of December?!? . TBH worst time of the year to do so..Just weeks out before Xmas?!? I say... #Brexit https://t.co/JpzMlqDU9M,['Brexit'],0,0,Twitter Web App,,None,None,None,None,False
277,1187479419641663495,2019-10-24 23:28:38.412790,R L Hubbard #RegisterPostalVote #IStandWithCorbyn,rachellh,2918,5001,"Carlisle, England",2019-10-24 21:22:10,"2/ Also facilitating more privatisation taking spoils of any profit there is left to leach from public sector in form of post #Brexit trade deals, leaving majority of population unable to access essential services such as #health,social care,&amp;education #WhatBrexitMeansToMe","['Brexit', 'health', 'WhatBrexitMeansToMe']",0,0,Twitter Web App,,None,None,None,None,False
278,1187479412876468229,2019-10-24 23:28:38.412801,ToTheSummit,ToTheSummit1,3943,4835,,2019-10-24 21:22:08,"RT @simm_anthon: GAIN ALL YOUR NEW🇬🇧🇬🇧 #BREXITEERS FOLLOWERS 
7 DAY'S NO DELAY !!! 🇬🇧🇬🇧
1. RETWEET THE FLAG 🇬🇧
2. REPLY #BREXIT #NOW 🇬🇧
3.…","['BREXITEERS', 'BREXIT', 'NOW']",195,0,Twitter for Android,,"GAIN ALL YOUR NEW🇬🇧🇬🇧 #BREXITEERS FOLLOWERS 
7 DAY'S NO DELAY !!! 🇬🇧🇬🇧
1. RETWEET THE FLAG 🇬🇧
2. REPLY #BREXIT #NOW 🇬🇧
3. FOLLOW ME and everyone 
     WHO FOLLOWS YOU!🇬🇧
4. Like minded conversion with the #BREXITEERS 🇬🇧
5. Piss #REMOANERS Off😎 https://t.co/XkEhElKoDK",None,None,None,False
279,1187479403745251328,2019-10-24 23:28:38.412811,Sam,Sam75612312,5,47,,2019-10-24 21:22:06,"RT @JackBMontgomery: Absolutely shameless – Lammy is right about Macron having the power, but only because Hard Remain MPs *including him*…",[],48,0,Twitter for Android,,"Absolutely shameless – Lammy is right about Macron having the power, but only because Hard Remain MPs *including him* voted to take away the decision on when we #Brexit from the British PM and give it to the EU Council with their #SurrenderAct. https://t.co/2gz1uF26jU",None,None,None,False
280,1187479396489121793,2019-10-24 23:28:39.190748,Mags Cullingford,CullingfordMags,1406,1534,LEICESTER,2019-10-24 21:22:05,"RT @JohannaSaunders: I’m of the opinion that it’s time for #Brexit to fuck right off.

We’ve had enough.

We don’t want a #GeneralElection…","['Brexit', 'GeneralElection']",139,0,Twitter for iPhone,,"I’m of the opinion that it’s time for #Brexit to fuck right off.

We’ve had enough.

We don’t want a #GeneralElection first, we want a #PeoplesVote or #Revoke.

The Tory wet dream for tax evasion and lowering standards has come over all unnecessary, time to clean up.

#StopBrexit",None,None,None,False
281,1187479388197048332,2019-10-24 23:28:39.190769,DibDib67,DDib67,2159,4715,"Scotland, United Kingdom",2019-10-24 21:22:03,"RT @thejazzmanblues: Dear parliament,
You have thwarted brexit for as long as you can.  If you dont agree to a #GeneralElection and let the…",['GeneralElection'],196,0,Twitter for Android,,"Dear parliament,
You have thwarted brexit for as long as you can.  If you dont agree to a #GeneralElection and let the country decide who represent us we will have to take measures to cause chaos.  You have no idea of the anger outside of the bubble of Westminster.  #Brexit",None,None,None,False
282,1187479384128675841,2019-10-24 23:28:39.190778,Richard Edwards 🔶 #StopBrexit#Revoke#PeoplesVote,Freshdic,2792,4996,"Lauzun, France",2019-10-24 21:22:02,"RT @thebluecase: Let's not talk about a #GE:
As much as PM would like it to happen, it is not in his hands.

No, let's focus on how he will…",['GE'],68,0,Twitter for Android,,"Let's not talk about a #GE:
As much as PM would like it to happen, it is not in his hands.

No, let's focus on how he will NOT deliver #Brexit on the 31st of October instead.

👻👻👻Mwahahahahaaa 👻👻👻

#StopBrexit",None,None,None,False
283,1187479380705984512,2019-10-24 23:28:39.190786,James Tryand #FBPE,monkeyonahill,718,1161,,2019-10-24 21:22:01,"RT @Doozy_45: ""Overwhelming view among Labour MPs/supporters and the country, Is that we need a referendum first before an election""
#Brexi…",[],99,0,Twitter Web Client,,"""Overwhelming view among Labour MPs/supporters and the country, Is that we need a referendum first before an election""
#Brexit
@BenPBradshaw https://t.co/v4dfUyupvB",None,None,None,False
284,1187479372271218690,2019-10-24 23:28:39.190795,Michelle Petersen,shelleypetersen,14367,1706,"London, England",2019-10-24 21:21:59,German central bank admits Germany's 'economy could be in recession now' https://t.co/EI7jTFHDU0  #Healthinnovations #pharma #banking #stocks #Brexit,"['Healthinnovations', 'pharma', 'banking', 'stocks', 'Brexit']",0,0,Twitter Web App,,None,None,None,None,False
285,1187479365564522496,2019-10-24 23:28:39.190803,TJ Buck,buckney_tony,586,1254,Abertawe / Swansea ,2019-10-24 21:21:57,"RT @peoplesvote_uk: REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a…",['Brexit'],996,0,Twitter for iPhone,,"REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a #PeoplesVote now: https://t.co/RWGgf8s71u https://t.co/l8kH3Gv1UK",None,None,None,False
286,1187479365145153537,2019-10-24 23:28:39.190811,strikingthirteen,strikingthirte1,623,706,,2019-10-24 21:21:57,"RT @thejazzmanblues: Dear parliament,
You have thwarted brexit for as long as you can.  If you dont agree to a #GeneralElection and let the…",['GeneralElection'],196,0,Twitter for Android,,"Dear parliament,
You have thwarted brexit for as long as you can.  If you dont agree to a #GeneralElection and let the country decide who represent us we will have to take measures to cause chaos.  You have no idea of the anger outside of the bubble of Westminster.  #Brexit",None,None,None,False
287,1187479363387678720,2019-10-24 23:28:39.190818,Liz Cornish,lizziecornish1,351,921,"Edinburgh, Scotland",2019-10-24 21:21:57,RT @BBCkatyaadler: Alarm bells ringing in Germany after PM moots 12 December election. Bild newspaper warns the #Brexit process could last…,['Brexit'],70,0,Twitter for iPhone,,Alarm bells ringing in Germany after PM moots 12 December election. Bild newspaper warns the #Brexit process could last a long while yet 👇 https://t.co/RlpmnxsDUc,None,None,None,False
288,1187479359520686080,2019-10-24 23:28:39.190826,Chris Emsell,Christoph0512,844,2976,,2019-10-24 21:21:56,"RT @peoplesvote_uk: REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a…",['Brexit'],996,0,Twitter for Android,,"REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a #PeoplesVote now: https://t.co/RWGgf8s71u https://t.co/l8kH3Gv1UK",None,None,None,False
289,1187479353157832707,2019-10-24 23:28:39.190834,Thoughtfoolscot,Thoughtfoolscot,38,183,,2019-10-24 21:21:54,RT @BrigidLaffan: #Ireland is approaching 100 years since the foundation of the state. #Brexit has vindicated both independence &amp; EU member…,"['Ireland', 'Brexit']",273,0,Twitter for iPhone,,#Ireland is approaching 100 years since the foundation of the state. #Brexit has vindicated both independence &amp; EU membership. 1. The contrast between Ireland’s exercise of sovereignty within the EU &amp; Scotland’s devolved authority could not be starker. @BrigidLaffan,None,None,None,False
290,1187479353040478208,2019-10-24 23:28:39.190842,Holly,hollyweimar,72,145,,2019-10-24 21:21:54,@fstonehythedc I blame #brexit,['brexit'],0,0,Twitter for iPad,,None,None,None,None,False
291,1187479348221054977,2019-10-24 23:28:39.190850,Will Frost,will_frost,480,577,Here,2019-10-24 21:21:53,RT @JKLDNMAD: #Brexit explained https://t.co/1fBEr8wX6v,['Brexit'],51,0,Tweetbot for iΟS,,#Brexit explained https://t.co/1fBEr8wX6v,None,None,None,False
292,1187479338871971848,2019-10-24 23:28:39.190857,William Green,politicseditor,4302,3402,,2019-10-24 21:21:51,Is anyone in charge? 🤔 #Brexit https://t.co/FamhytnHAa,['Brexit'],0,0,Twitter for Android,,None,Is Corbyn actually still in charge? https://t.co/Bg3MdsujU6,gabrielmilland,None,False
293,1187479338528043009,2019-10-24 23:28:39.190865,Ally Mankin,MankinAlly,89,225,,2019-10-24 21:21:51,"RT @peoplesvote_uk: WATCH: @AnnaMcMorrin on #bbcnewsnight is absolutely clear - Boris Johnson's deal will not get #Brexit done.

Sign the l…","['bbcnewsnight', 'Brexit']",74,0,Twitter for iPhone,,"WATCH: @AnnaMcMorrin on #bbcnewsnight is absolutely clear - Boris Johnson's deal will not get #Brexit done.

Sign the letter from the people to the powerful now:",None,None,None,False
294,1187479338117038080,2019-10-24 23:28:39.190873,Ginny de' Benci 🏁,ginnydebenci7,247,560,UK,2019-10-24 21:21:51,RT @JoolzDenby: #Brexit. The Liar's paradise. The last bastion of those who actually want to be conned by millionaire toffs intent on avoid…,['Brexit'],5,0,Twitter for Android,,#Brexit. The Liar's paradise. The last bastion of those who actually want to be conned by millionaire toffs intent on avoiding taxes. https://t.co/h1UOz3nEp4,None,None,None,False
295,1187479328918949889,2019-10-24 23:28:40.122730,clfgd 🕷🏴󠁧󠁢󠁳󠁣󠁴󠁿,christine998,171,113,scotland,2019-10-24 21:21:48,RT @jim45cotland: Bumbling Tory MSP Alexander Stewart is caught in the headlights here .. when talking about the meaning of an MP majority…,[],22,0,Twitter for iPad,,"Bumbling Tory MSP Alexander Stewart is caught in the headlights here .. when talking about the meaning of an MP majority in Scotland at future GE

“A general election to decide on #Brexit is OK .. but a general election to decide on independence IS NOT ?”
#indyref2 #indyref2020 https://t.co/uweQ87Q4zV",None,None,None,False
296,1187479328524652545,2019-10-24 23:28:40.122752,OnceInABlueMoon,LaughingSmurf,3722,5003,European Union,2019-10-24 21:21:48,RT @BenPBradshaw: Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31…,['Brexit'],413,0,Twitter Web Client,,Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31st “do or die” pledge. He really does take the British people for fools. #FinalSay #BrexitShambles #PeoplesVote,None,None,None,False
297,1187479312024272896,2019-10-24 23:28:40.122761,Chris Johnson,ChrisJo49462329,205,169,,2019-10-24 21:21:44,"RT @DarrenPlymouth: Ian Blackford everyone's favourite whinger, whinging that a #GeneralElection is being called during winter. It's unfair…",['GeneralElection'],35,0,Twitter for Android,,"Ian Blackford everyone's favourite whinger, whinging that a #GeneralElection is being called during winter. It's unfair.

Could be worse, could be a heatwave.

#Brexit, the bullshit never ends.

 https://t.co/w21Uj11QLL",None,None,None,False
298,1187479309901910016,2019-10-24 23:28:40.122769,Janet Pilkington,planetjanet93,33,290,North East and Manchester,2019-10-24 21:21:44,"RT @Doozy_45: Grieve
""A second referendum is the better way out of this. You offer a clear choice to the electorate, and they can make a de…",[],419,0,Twitter for iPhone,,"Grieve
""A second referendum is the better way out of this. You offer a clear choice to the electorate, and they can make a decision""
#Brexit https://t.co/LqDFTT5FNc",None,None,None,False
299,1187479291707023361,2019-10-24 23:28:40.122777,John G. Byrne,thatsmabhoy,482,936,royaume-uni,2019-10-24 21:21:40,@JohnMasonMSP @Fluff86429416 @putey_pute It’s unclear why the economic harm of #brexit should entice anyone to subject their country to the economic harm of #scexit? Creating barriers to the nearest and largest trading partner seems #chancy and based solely on conviction politics; somewhat lacks a credible rational?,"['brexit', 'scexit', 'chancy']",0,0,Twitter for iPhone,,None,None,None,None,False
300,1187479284589268995,2019-10-24 23:28:40.122786,lawrieg,lawrieg3,168,117,"England, United Kingdom",2019-10-24 21:21:38,"RT @MoggMentum: In spite of the #Brexit uncertainty Remoaner MPs in Parliament are forcing upon business, Britain has retained its place in…",['Brexit'],99,0,Twitter for iPhone,,"In spite of the #Brexit uncertainty Remoaner MPs in Parliament are forcing upon business, Britain has retained its place in world's top 10 markets to do business, and up one position higher in the World Bank's rankings from 9th to 8th.

We'll thrive once we #GetBrexitDone!",None,None,None,False
301,1187479281661706240,2019-10-24 23:28:40.122793,🇨🇦 Skye,SPhilip18,1570,1560,,2019-10-24 21:21:37,"RT @DarrenPlymouth: A right wing dictator practically begging for an election, the democracy loving liberal left opposition refusing... 3 t…",[],25,0,Twitter Web App,,"A right wing dictator practically begging for an election, the democracy loving liberal left opposition refusing... 3 times.

The world we live in. Weird.

#Brexit #CorbynIsFrit",None,None,None,False
302,1187479280495689730,2019-10-24 23:28:40.122801,Caroline Watson,260LG42,56,175,,2019-10-24 21:21:37,"RT @William_Bain: Remember - If EUCO offers an extension of total length of less than or more than 3 months, MPs would have to vote on it w…",[],1,0,Twitter for Android,,"Remember - If EUCO offers an extension of total length of less than or more than 3 months, MPs would have to vote on it within 2 calendar days before PM could accept the offer &amp; legal Decision could be made  #brexit",None,None,None,False
303,1187479271146573824,2019-10-24 23:28:40.122808,LadyDee,rodee55,1915,1973,earthbound,2019-10-24 21:21:35,RT @OGMurphy1: That look when you realise that the EU's Anti Tax Avoidance will apply to your hedge fund after all... #Brexit #BrexitBill #…,"['Brexit', 'BrexitBill']",6564,0,Twitter Web App,,That look when you realise that the EU's Anti Tax Avoidance will apply to your hedge fund after all... #Brexit #BrexitBill #Extension https://t.co/wiJ54hlkjX,None,None,None,False
304,1187479271138181121,2019-10-24 23:28:40.122816,wendy moody#FBPE,wendbloo,387,211,Rutland,2019-10-24 21:21:35,"RT @Doozy_45: ""It's political theatre. PM is trying to avoid people being able to look and scrutinise his #Brexit deal. I would like a seco…",['Brexit'],45,0,Twitter for iPad,,"""It's political theatre. PM is trying to avoid people being able to look and scrutinise his #Brexit deal. I would like a second referendum"" https://t.co/kw9LIej5zc",None,None,None,False
305,1187479269934452736,2019-10-24 23:28:40.122824,John Hayes,John33Hayes,110,113,"North West, England",2019-10-24 21:21:34,"RT @Doozy_45: ""Claims by the #Brexit campaign, if used by a company selling products, would of been taken to court. It was a deception of t…",['Brexit'],134,0,Twitter for Android,,"""Claims by the #Brexit campaign, if used by a company selling products, would of been taken to court. It was a deception of the British ppl"" https://t.co/j43vAs5fRP",None,None,None,False
306,1187479266444734464,2019-10-24 23:28:40.122832,Fae the Gorbals,TheMoodyHoodie,141,217,Glasgow,2019-10-24 21:21:34,RT @redrumlisa: #GetBrexitDone #GetBrexitGone #LabourParty #GeneralElection2019  podcast on all things #Brexit with just a couple of #worki…,"['GetBrexitDone', 'GetBrexitGone', 'LabourParty', 'GeneralElection2019', 'Brexit']",1,0,Twitter Web App,,#GetBrexitDone #GetBrexitGone #LabourParty #GeneralElection2019  podcast on all things #Brexit with just a couple of #workingclass folks https://t.co/6nWUoSqXrC,None,None,None,False
307,1187479265878528000,2019-10-24 23:28:40.122840,Fiona JK,fionamcke,877,1367,Oxford,2019-10-24 21:21:33,RT @BrigidLaffan: #Ireland is approaching 100 years since the foundation of the state. #Brexit has vindicated both independence &amp; EU member…,"['Ireland', 'Brexit']",273,0,Twitter for Android,,#Ireland is approaching 100 years since the foundation of the state. #Brexit has vindicated both independence &amp; EU membership. 1. The contrast between Ireland’s exercise of sovereignty within the EU &amp; Scotland’s devolved authority could not be starker. @BrigidLaffan,None,None,None,False
308,1187479251768885249,2019-10-24 23:28:40.122848,chantal bowman,ChantalBB,2016,3243,European Union 🇪🇺,2019-10-24 21:21:30,"RT @thebluecase: Let's not talk about a #GE:
As much as PM would like it to happen, it is not in his hands.

No, let's focus on how he will…",['GE'],68,0,Twitter for Android,,"Let's not talk about a #GE:
As much as PM would like it to happen, it is not in his hands.

No, let's focus on how he will NOT deliver #Brexit on the 31st of October instead.

👻👻👻Mwahahahahaaa 👻👻👻

#StopBrexit",None,None,None,False
309,1187479242650476544,2019-10-24 23:28:40.122855,Brian Smith,BrianSm76407274,3,63,,2019-10-24 21:21:28,"RT @DarrenPlymouth: “Kids are fond of dressing up as zombies at Halloween, but for this zombie Parliament, every day is now Halloween” AF N…",[],56,0,Twitter for iPad,,"“Kids are fond of dressing up as zombies at Halloween, but for this zombie Parliament, every day is now Halloween” AF Neil

#Brexit, 7 days to Halloween, the great British Zombie Stalemate

https://t.co/6lwOphgnQi",None,None,None,False
310,1187479240012267521,2019-10-24 23:28:40.907161,The Service Guy,CTSIan,700,1227,"Coventry, UK",2019-10-24 21:21:27,"RT @DarrenPlymouth: A right wing dictator practically begging for an election, the democracy loving liberal left opposition refusing... 3 t…",[],25,0,Twitter for Android,,"A right wing dictator practically begging for an election, the democracy loving liberal left opposition refusing... 3 times.

The world we live in. Weird.

#Brexit #CorbynIsFrit",None,None,None,False
311,1187479237902516224,2019-10-24 23:28:40.907182,lizzie,weelizzie6,946,641,,2019-10-24 21:21:27,"RT @JackBMontgomery: Absolutely shameless – Lammy is right about Macron having the power, but only because Hard Remain MPs *including him*…",[],48,0,Twitter for iPad,,"Absolutely shameless – Lammy is right about Macron having the power, but only because Hard Remain MPs *including him* voted to take away the decision on when we #Brexit from the British PM and give it to the EU Council with their #SurrenderAct. https://t.co/2gz1uF26jU",None,None,None,False
312,1187479226628399104,2019-10-24 23:28:40.907191,Jon Smith,JSmith9022,496,1247,,2019-10-24 21:21:24,RT @BBCkatyaadler: This clip is doing the round in EU circles now that the #Brexit process had been delayed again 👇 https://t.co/VMFo6xSzZW,['Brexit'],3516,0,Twitter for iPhone,,This clip is doing the round in EU circles now that the #Brexit process had been delayed again 👇 https://t.co/VMFo6xSzZW,None,None,None,False
313,1187479224547827713,2019-10-24 23:28:40.907200,quidonneuncoup,youknowit0609,387,515,,2019-10-24 21:21:24,@AnthonyMortlock In fairness I think we were always a nasty little country - #brexit has just highlighted the point,['brexit'],0,0,Twitter Web App,,None,None,None,None,False
314,1187479222148681728,2019-10-24 23:28:40.907208,BEST IN THE BUSINESS🇬🇧🇬🇧🇺🇸🇬🇧,simm_anthon,9865,9235,"England, United Kingdom",2019-10-24 21:21:23,"RT @simm_anthon: GAIN ALL YOUR NEW🇬🇧🇬🇧 #BREXITEERS FOLLOWERS 
7 DAY'S NO DELAY !!! 🇬🇧🇬🇧
1. RETWEET THE FLAG 🇬🇧
2. REPLY #BREXIT #NOW 🇬🇧
3.…","['BREXITEERS', 'BREXIT', 'NOW']",195,0,Twitter for Android,,"GAIN ALL YOUR NEW🇬🇧🇬🇧 #BREXITEERS FOLLOWERS 
7 DAY'S NO DELAY !!! 🇬🇧🇬🇧
1. RETWEET THE FLAG 🇬🇧
2. REPLY #BREXIT #NOW 🇬🇧
3. FOLLOW ME and everyone 
     WHO FOLLOWS YOU!🇬🇧
4. Like minded conversion with the #BREXITEERS 🇬🇧
5. Piss #REMOANERS Off😎 https://t.co/XkEhElKoDK",None,None,None,False
315,1187479220773150723,2019-10-24 23:28:40.907216,Cllr. Prof Samer Bagaeen,samerbagaeen,1728,1163,"Brighton, United Kingdom",2019-10-24 21:21:23,"Meeting was meant to be about #brexit #preparedness rather than making speeches &amp; given that @BrightonHoveCC is still not #brexit ready then yes, there was little point to that meeting https://t.co/AatjEQlupm","['brexit', 'preparedness', 'brexit']",0,0,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x7fadfff30850>, id='573ede7f6c450804', url='https://api.twitter.com/1.1/geo/id/573ede7f6c450804.json', place_type='city', name='Brighton', full_name='Brighton, England', country_code='GB', country='United Kingdom', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fadfff30850>, type='Polygon', coordinates=[[[-0.173706, 50.80835], [-0.0870057, 50.80835], [-0.0870057, 50.872314], [-0.173706, 50.872314]]]), attributes={})",None,"Cllr Marianna Ebel @CllrEbel asks:
Does the Leader of the Council agree that democracy is never a waste of money and that residents have a right to be informed about the consequences of the Brexit mess that the Conservative Party has left this country with?",BHGreens,None,False
